time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-02-17T08:50:44.791Z,59.9971,-153.2112,120.5,2.1,ml,,,,0.64,ak,ak01927iuxsr,2019-02-17T09:00:02.040Z,"60km SSW of Redoubt Volcano, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-17T08:29:32.730Z,32.78,-116.5293333,-0.05,0.82,ml,9,126,0.1419,0.21,ci,ci37533162,2019-02-17T08:33:24.441Z,"5km S of Pine Valley, CA",earthquake,0.9,31.61,0.233,6,automatic,ci,ci
2019-02-17T08:23:01.750Z,18.799,-67.4365,10,2.7,md,18,200,0.4167,0.63,pr,pr2019048008,2019-02-17T12:53:11.979Z,"49km NW of San Antonio, Puerto Rico",earthquake,1.87,1.47,0.37,17,reviewed,pr,pr
2019-02-17T08:11:47.060Z,36.3755,-91.0728333,14.35,2.21,md,8,154,0.3119,0.29,nm,nm60075323,2019-02-17T14:52:51.820Z,"15km NW of Pocahontas, Arkansas",earthquake,3.26,5.18,0.132,4,reviewed,nm,nm
2019-02-17T07:50:55.673Z,63.2687,-151.1215,0,1.6,ml,,,,0.43,ak,ak01927i9j1b,2019-02-17T07:53:42.046Z,"109km W of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-02-17T07:37:51.460Z,42.90916667,-122.0901667,1.4,0.95,md,6,193,,0.2,uw,uw61511921,2019-02-17T18:03:39.960Z,"30km S of Diamond Lake, Oregon",earthquake,0.89,0.83,0.007123022,4,reviewed,uw,uw
2019-02-17T07:29:43.899Z,60.5458,-145.5073,23.7,1.6,ml,,,,0.5,ak,ak01927i503a,2019-02-17T07:32:28.024Z,"13km E of Cordova, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-17T07:20:07.453Z,63.1727,-150.6804,115.9,1.9,ml,,,,0.61,ak,ak01927i2zuf,2019-02-17T07:23:16.068Z,"90km WSW of Cantwell, Alaska",earthquake,,1.4,,,automatic,ak,ak
2019-02-17T07:15:54.644Z,61.8645,-149.3021,18.5,1.3,ml,,,,0.3,ak,ak01927i20w7,2019-02-17T07:20:05.116Z,"13km NNW of Fishhook, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-17T07:02:07.730Z,19.3218327,-155.1911621,5.58,2.25,ml,9,98,0.0513,0.03,hv,hv70814641,2019-02-17T07:07:52.110Z,"13km SSE of Volcano, Hawaii",earthquake,0.56,3.03,0.3,3,automatic,hv,hv
2019-02-17T06:24:02.820Z,19.1881676,-155.5196686,36.37,2.05,md,49,95,0.063,0.1,hv,hv70814606,2019-02-17T06:27:28.610Z,"4km WSW of Pahala, Hawaii",earthquake,0.59,0.98,0.13,16,automatic,hv,hv
2019-02-17T06:05:21.682Z,60.2978,-152.2782,89.8,2.3,ml,,,,0.47,ak,ak01927hedjz,2019-02-17T06:10:12.617Z,"33km SE of Redoubt Volcano, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-02-17T05:36:08.210Z,19.0035,-68.4358,109,3.03,md,18,173,0.4926,0.6,pr,pr2019048003,2019-02-17T07:05:20.369Z,"45km NNE of Otra Banda, Dominican Republic",earthquake,4.36,2.56,0.44,20,reviewed,pr,pr
2019-02-17T05:35:11.977Z,61.3883,-150.0403,33.6,2,ml,,,,0.57,ak,ak01927gzcpp,2019-02-17T05:38:16.243Z,"15km SSW of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-17T05:09:38.040Z,33.806,-117.1238333,5.42,0.77,ml,15,108,0.07528,0.11,ci,ci37533130,2019-02-17T05:13:18.926Z,"2km ENE of Nuevo, CA",earthquake,0.29,0.45,0.151,15,automatic,ci,ci
2019-02-17T05:08:28.330Z,19.3414993,-154.9853363,2.91,1.74,md,41,219,0.09339,0.18,hv,hv70814531,2019-02-17T05:11:56.470Z,"15km SSW of Leilani Estates, Hawaii",earthquake,0.71,0.97,0.16,19,automatic,hv,hv
2019-02-17T05:08:26.780Z,36.6775017,-121.3006668,2.15,2.13,md,19,168,0.06745,0.04,nc,nc73143096,2019-02-17T05:29:04.458Z,"13km S of Tres Pinos, CA",earthquake,0.33,1.28,0.22,15,automatic,nc,nc
2019-02-17T05:01:32.100Z,33.1325,-116.6106667,-0.17,1,ml,17,157,0.05255,0.3,ci,ci37533122,2019-02-17T05:05:29.023Z,"6km N of Julian, CA",earthquake,0.85,31.61,0.119,15,automatic,ci,ci
2019-02-17T04:51:18.683Z,63.1039,-151.5157,14.3,1.5,ml,,,,0.53,ak,ak01927ghd30,2019-02-17T04:55:58.264Z,"112km NW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-17T04:35:55.276Z,61.6845,-150.0231,23.2,1.9,ml,,,,0.52,ak,ak01927ge0hk,2019-02-17T04:39:04.583Z,"7km S of Willow, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-17T04:34:25.716Z,61.3496,-150.0823,19.9,2.5,ml,,,,0.7,ak,ak01927gdqho,2019-02-17T04:45:51.040Z,"17km NNW of Anchorage, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-02-17T04:23:50.740Z,61.2791,-150.5225,48.7,1.5,ml,,,,0.72,ak,ak01927gbfia,2019-02-17T04:26:41.354Z,"34km WNW of Anchorage, Alaska",earthquake,,1,,,automatic,ak,ak
2019-02-17T04:21:45.490Z,33.4826667,-116.7918333,3.85,0.57,ml,20,49,0.03047,0.25,ci,ci37533106,2019-02-17T04:25:28.272Z,"8km ENE of Aguanga, CA",earthquake,0.43,0.94,0.076,12,automatic,ci,ci
2019-02-17T04:05:57.170Z,18.9038,-64.0685,105,3.23,md,3,353,1.9365,0.5,pr,pr2019048006,2019-02-17T09:19:37.694Z,"79km NE of Road Town, British Virgin Islands",earthquake,24.76,22.58,0.55,3,reviewed,pr,pr
2019-02-17T04:03:32.690Z,-3.1996,146.6351,10,4.6,mb,,165,1.361,1.28,us,us2000jj1z,2019-02-17T04:34:17.040Z,"148km SSW of Lorengau, Papua New Guinea",earthquake,6.8,2,0.136,17,reviewed,us,us
2019-02-17T03:58:44.771Z,64.1066,-147.2825,8.8,1.9,ml,,,,0.91,ak,ak01927fxhgg,2019-02-17T04:02:56.786Z,"50km SSW of Salcha, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-17T03:51:28.100Z,19.3946,-67.713,33,2.91,md,7,332,1.1053,0.42,pr,pr2019048005,2019-02-17T09:19:10.519Z,"115km NE of Punta Cana, Dominican Republic",earthquake,4,26.04,0.34,7,reviewed,pr,pr
2019-02-17T03:45:30.106Z,61.4476,-149.89,29.4,1.4,ml,,,,0.67,ak,ak01927fuo2a,2019-02-17T03:48:33.552Z,"8km SSE of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-17T03:36:19.500Z,33.1545,-116.6421667,15.71,1.41,ml,46,40,0.04473,0.2,ci,ci37533098,2019-02-17T03:40:07.093Z,"9km NNW of Julian, CA",earthquake,0.27,0.53,0.099,26,automatic,ci,ci
2019-02-17T03:26:38.350Z,19.2033,-66.5403,36,2.32,md,12,301,0.7263,0.34,pr,pr2019048004,2019-02-17T09:18:38.687Z,"82km NNE of Arecibo, Puerto Rico",earthquake,1.95,9.38,0.39,11,reviewed,pr,pr
2019-02-17T03:04:10.390Z,33.5108333,-116.5368333,10.22,0.9,ml,24,75,0.0468,0.16,ci,ci37533074,2019-02-17T03:07:37.663Z,"14km ESE of Anza, CA",earthquake,0.3,0.4,0.175,21,automatic,ci,ci
2019-02-17T03:03:36.180Z,33.5065,-116.5323333,9.9,0.8,ml,19,83,0.05088,0.16,ci,ci37533066,2019-02-17T03:07:05.216Z,"14km ESE of Anza, CA",earthquake,0.36,0.55,0.178,13,automatic,ci,ci
2019-02-17T02:58:32.400Z,22.4015,92.9181,10,4.8,mb,,39,0.674,0.84,us,us2000jj1j,2019-02-17T12:29:18.915Z,"10km SSW of Saiha, India",earthquake,7,1.9,0.077,53,reviewed,us,us
2019-02-17T02:55:45.330Z,38.8361664,-122.7856674,0.98,2.15,md,8,126,0.02915,0.03,nc,nc73143081,2019-02-17T10:58:42.305Z,"6km WNW of Cobb, CA",earthquake,0.69,1.64,0.21,7,automatic,nc,nc
2019-02-17T02:42:46.354Z,60.8223,-150.8255,29.5,1.4,ml,,,,0.77,ak,ak01927f8mhn,2019-02-17T02:47:41.663Z,"29km ENE of Nikiski, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-02-17T02:22:44.640Z,38.8330002,-122.7835007,0.8,2.11,md,7,179,0.02664,0.02,nc,nc73143076,2019-02-17T02:42:03.533Z,"5km WNW of Cobb, CA",earthquake,0.67,1.15,0.17,7,automatic,nc,nc
2019-02-17T02:13:39.720Z,25.2789,124.6484,10,5,mb,,89,1.692,0.74,us,us2000jj18,2019-02-17T02:31:48.040Z,"83km NW of Hirara, Japan",earthquake,8.3,1.9,0.079,51,reviewed,us,us
2019-02-17T02:03:09.780Z,18.963,-66.2546,18,2.62,md,13,275,0.5583,0.35,pr,pr2019048002,2019-02-17T06:23:35.040Z,"55km N of Brenas, Puerto Rico",earthquake,4.21,8.39,0.41,12,reviewed,pr,pr
2019-02-17T02:00:53.030Z,40.4691667,-111.9381667,4.6,2.41,md,42,38,0.01849,0.2,uu,uu60313027,2019-02-17T15:41:16.967Z,"2km S of Bluffdale, Utah",earthquake,0.36,0.67,0.191,35,reviewed,uu,uu
2019-02-17T01:51:17.340Z,36.0371667,-117.809,0.39,2.24,ml,22,86,0.03741,0.19,ci,ci37533058,2019-02-17T10:19:17.299Z,"13km E of Coso Junction, CA",earthquake,0.27,0.46,0.152,26,automatic,ci,ci
2019-02-17T01:29:54.430Z,34.0535,-117.5215,4.06,1.22,ml,26,44,0.02961,0.34,ci,ci37533050,2019-02-17T01:33:24.516Z,"6km NW of Glen Avon, CA",earthquake,0.51,1.29,0.296,29,automatic,ci,ci
2019-02-17T01:28:36.430Z,61.3752,-150.03,33.3,1.2,ml,,,,0.53,ak,ak01927ek663,2019-02-17T01:34:47.801Z,"16km SSW of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-17T01:24:35.220Z,36.6786652,-121.300499,2.6,1.92,md,13,184,0.04596,0.04,nc,nc73143071,2019-02-17T01:55:05.260Z,"12km S of Tres Pinos, CA",earthquake,0.49,1.49,0.21,12,automatic,nc,nc
2019-02-17T01:07:51.227Z,61.4825,-150.2207,36.3,3,ml,,,,0.66,ak,ak01927efp6o,2019-02-17T04:18:03.795Z,"14km WSW of Big Lake, Alaska",earthquake,,1.8,,,automatic,ak,ak
2019-02-17T00:53:06.890Z,17.8876,-66.0216,13,2.28,md,13,254,0.1154,0.18,pr,pr2019048001,2019-02-17T05:14:31.402Z,"9km SSE of Arroyo, Puerto Rico",earthquake,0.92,0.43,0.39,13,reviewed,pr,pr
2019-02-17T00:52:04.410Z,33.2236667,-116.7406667,10.14,1.93,ml,55,27,0.01951,0.23,ci,ci37533042,2019-02-17T01:03:06.290Z,"3km SE of Lake Henshaw, CA",earthquake,0.25,0.46,0.142,27,automatic,ci,ci
2019-02-17T00:32:16.230Z,35.0926667,-119.0571667,13.29,2.03,ml,25,71,0.1893,0.27,ci,ci37533018,2019-02-17T00:35:58.345Z,"20km NW of Grapevine, CA",earthquake,0.54,1.38,0.147,28,automatic,ci,ci
2019-02-17T00:11:15.137Z,64.9203,-147.2977,0,1.5,ml,,,,0.79,ak,ak01927dv1qf,2019-02-17T00:16:22.546Z,"17km NE of Badger, Alaska",earthquake,,29.1,,,automatic,ak,ak
2019-02-17T00:05:25.600Z,35.6662,-115.3887,0.1,1.6,ml,13,225.08,0.442,0.24,nn,nn00678006,2019-02-17T00:07:18.314Z,"27km SE of Sandy Valley, Nevada",earthquake,,12.6,,,automatic,nn,nn
2019-02-17T00:01:06.410Z,17.8376,-65.5256,15,2.2,md,5,329,0.4441,0.29,pr,pr2019048000,2019-02-17T05:14:54.909Z,"29km SSW of Esperanza, Puerto Rico",earthquake,2.3,1.78,0.51,4,reviewed,pr,pr
2019-02-16T23:58:01.510Z,36.3097,-115.685,2.1,0.8,ml,6,209.31,0.443,0.22,nn,nn00678004,2019-02-16T23:59:18.734Z,"29km ENE of Pahrump, Nevada",earthquake,,20,,,automatic,nn,nn
2019-02-16T23:48:58.725Z,64.9272,-147.9248,15.2,0.5,ml,,,,0.82,ak,ak0192648oz2,2019-02-16T23:50:57.325Z,"9km NW of College, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-02-16T23:46:15.470Z,33.4863333,-116.7941667,3.22,0.96,ml,32,37,0.02648,0.15,ci,ci37532978,2019-02-16T23:49:53.593Z,"8km NE of Aguanga, CA",earthquake,0.19,0.65,0.133,29,automatic,ci,ci
2019-02-16T23:15:09.272Z,64.6673,-148.9865,0,1.2,ml,,,,0.94,ak,ak0192641ikq,2019-02-16T23:20:11.283Z,"11km NNE of North Nenana, Alaska",earthquake,,1,,,automatic,ak,ak
2019-02-16T23:10:21.670Z,-12.1025,-74.2343,10,4.3,mb,,98,2.553,1.08,us,us2000jizi,2019-02-16T23:37:49.040Z,"69km NNW of Ayna, Peru",earthquake,4.7,1.9,0.125,18,reviewed,us,us
2019-02-16T23:09:50.770Z,54.2232,-161.6801,46.66,3.6,mb,,177,1.194,0.82,us,us2000jizh,2019-02-16T23:23:51.040Z,"126km SSE of Cold Bay, Alaska",earthquake,7.1,11.6,0.189,7,reviewed,us,us
2019-02-16T23:06:30.290Z,35.3098333,-118.5316667,3.88,2.1,ml,27,87,0.09256,0.18,ci,ci37532962,2019-02-16T23:17:17.950Z,"21km NNW of Tehachapi, CA",earthquake,0.3,1.27,0.194,27,automatic,ci,ci
2019-02-16T22:44:28.300Z,-27.9366,-67.0121,194.66,4.3,mb,,81,2.179,1.37,us,us2000jiza,2019-02-17T00:25:10.040Z,"27km SSE of Londres, Argentina",earthquake,8.1,12.2,0.217,6,reviewed,us,us
2019-02-16T22:35:08.630Z,69.5346,-144.1283,10,4,ml,,,,0.98,ak,ak019263kdhw,2019-02-16T23:01:15.284Z,"57km SSW of Kaktovik, Alaska",earthquake,,0,,,reviewed,ak,ak
2019-02-16T22:30:17.940Z,33.5148333,-116.7433333,4.24,1.06,ml,33,42,0.0477,0.22,ci,ci37532938,2019-02-16T22:34:05.857Z,"8km SW of Anza, CA",earthquake,0.28,0.55,0.169,27,automatic,ci,ci
2019-02-16T22:28:39.954Z,59.6106,-153.7845,137.1,2.3,ml,,,,0.54,ak,ak019263ixnc,2019-02-16T22:34:11.996Z,"65km ESE of Old Iliamna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-02-16T22:28:37.390Z,-30.7399,59.3991,10,4.9,mb,,86,10.08,0.51,us,us2000jiz9,2019-02-16T22:55:06.040Z,Southwest Indian Ridge,earthquake,9.2,1.9,0.093,36,reviewed,us,us
2019-02-16T22:05:30.730Z,38.7381667,-112.4931667,8.01,3.29,ml,27,46,0.1334,0.2,uu,uu60312977,2019-02-17T14:25:06.445Z,"30km SSW of Fillmore, Utah",earthquake,0.34,0.88,0.189,18,reviewed,uu,uu
2019-02-16T21:51:44.919Z,64.8513,-148.7061,16.8,1.3,ml,,,,0.48,ak,ak0192632fwt,2019-02-16T21:56:14.292Z,"32km W of Ester, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-16T21:49:24.260Z,53.566,161.1651,35,4.5,mb,,136,1.604,1.37,us,us2000jiyt,2019-02-16T22:07:35.040Z,"177km ENE of Petropavlovsk-Kamchatskiy, Russia",earthquake,9.9,2,0.087,39,reviewed,us,us
2019-02-16T21:22:50.860Z,44.4668333,-111.0103333,8.23,3.08,ml,25,73,0.1259,0.23,uu,uu60312957,2019-02-16T23:17:33.040Z,"14km W of Old Faithful Geyser, Wyoming",earthquake,0.41,1.34,0.276,8,reviewed,uu,uu
